,Response_X,Response_Y,tag
818,121.534882,25.033396,mrt
819,121.535292,25.033391,mrt
820,121.535989,25.033369,mrt
821,121.535952,25.033654,mrt
822,121.435264,25.032932,mrt
823,121.435277,25.032315,mrt
824,121.436541,25.032776,mrt
825,121.43652,25.033175,mrt
826,121.452168,25.03615,mrt
827,121.4525,25.036014,mrt
828,121.460783,25.03963,mrt
829,121.460931,25.039068,mrt
830,121.462247,25.039853,mrt
831,121.462242,25.040485,mrt
832,121.471319,25.046497,mrt
833,121.471372,25.046094,mrt
834,121.471801,25.046239,mrt
835,121.483748,25.055303,mrt
836,121.484451,25.055429,mrt
837,121.485282,25.056134,mrt
838,121.490673,25.05971,mrt
839,121.491106,25.059287,mrt
840,121.492111,25.060556,mrt
841,121.500281,25.062966,mrt
842,121.512319,25.06318,mrt
843,121.513258,25.063195,mrt
844,121.51344,25.063739,mrt
845,121.526095,25.06284,mrt
846,121.526148,25.062461,mrt
847,121.527114,25.062476,mrt
848,121.526835,25.062835,mrt
849,121.533004,25.058316,mrt
850,121.533342,25.058792,mrt
851,121.533393,25.059868,mrt
852,121.532991,25.060365,mrt
853,121.527994,25.034157,mrt
854,121.527565,25.03422,mrt
855,121.527854,25.033676,mrt
856,121.528879,25.033646,mrt
857,121.529506,25.033564,mrt
858,121.529957,25.033924,mrt
859,121.529678,25.033962,mrt
860,121.528965,25.034074,mrt
861,121.464565,25.091463,mrt
862,121.464597,25.091609,mrt
863,121.464425,25.091618,mrt
864,121.472542,25.085494,mrt
865,121.473739,25.085791,mrt
866,121.47988,25.080303,mrt
867,121.480583,25.080332,mrt
868,121.486398,25.076586,mrt
869,121.486752,25.076946,mrt
870,121.496656,25.070536,mrt
871,121.411264,25.021864,mrt
872,121.41077,25.02118,mrt
873,121.412482,25.022637,mrt
874,121.422282,25.029048,mrt
875,121.422615,25.028742,mrt
876,121.542121,25.052625,mrt
877,121.541863,25.051748,mrt
878,121.543237,25.051719,mrt
879,121.543237,25.051719,mrt
880,121.544338,25.051727,mrt
881,121.544908,25.052057,mrt
882,121.543819,25.052018,mrt
883,121.54447,25.052329,mrt
884,121.520303,25.052414,mrt
885,121.520306,25.052858,mrt
886,121.521063,25.052382,mrt
887,121.521154,25.052611,mrt
888,121.519329,25.053037,mrt
889,121.519007,25.052833,mrt
890,121.507566,25.042137,mrt
891,121.508435,25.041545,mrt
892,121.508888,25.041789,mrt
893,121.509006,25.042203,mrt
894,121.508789,25.042935,mrt
895,121.507602,25.042573,mrt
896,121.532388,25.051842,mrt
897,121.532875,25.051342,mrt
898,121.53287,25.051085,mrt
899,121.53324,25.051624,mrt
900,121.534081,25.051882,mrt
901,121.533727,25.052095,mrt
902,121.533195,25.05247,mrt
903,121.532826,25.05257,mrt
904,121.509862,25.048737,mrt
905,121.510506,25.049583,mrt
906,121.510227,25.049943,mrt
907,121.55153,25.051836,mrt
908,121.550715,25.051571,mrt
909,121.552549,25.05152,mrt
910,121.552898,25.051534,mrt
911,121.552069,25.051838,mrt
912,121.563643,25.051517,mrt
913,121.563073,25.051215,mrt
914,121.564595,25.051328,mrt
915,121.56471,25.051588,mrt
916,121.577022,25.050171,mrt
917,121.576244,25.050171,mrt
918,121.577464,25.049799,mrt
919,121.577971,25.049799,mrt
920,121.57813,25.050557,mrt
